               T [K]          p_Sat [Pa]  rho_l_sat [kg/m^3]    v_l_sat [m^3/kg]      e_l_sat [J/kg]    s_l_sat [J/kg-K]      h_l_sat [J/kg]   cv_l_sat [J/kg-K]   cp_l_sat [J/kg-K]       c_l_sat [m/s]  rho_g_sat [kg/m^3]    v_g_sat [m^3/kg]      e_g_sat [J/kg]    s_g_sat [J/kg-K]      h_g_sat [J/kg]   cv_g_sat [J/kg-K]   cp_g_sat [J/kg-K]       c_g_sat [m/s]
      4.39150000e+02      7.18363602e+05      9.01506543e+02      1.10925429e-03      7.00917298e+05      2.00245741e+03      7.01714146e+05      3.45546098e+03      4.35636749e+03      1.42847286e+03      3.75720819e+00      2.66155068e-01      2.57264364e+06      6.69819020e+03      2.76383976e+06      1.84292383e+03      2.55450903e+03      4.97798087e+02
      4.40150000e+02      7.36253635e+05      9.00500313e+02      1.11049378e-03      7.05264513e+05      2.01234736e+03      7.06082118e+05      3.45113967e+03      4.35958528e+03      1.42595117e+03      3.84581802e+00      2.60022704e-01      2.57342730e+06      6.68982893e+03      2.76486996e+06      1.84899933e+03      2.56534566e+03      4.98048733e+02
      4.41150000e+02      7.54495317e+05      8.99489598e+02      1.11174159e-03      7.09614652e+05      2.02222157e+03      7.10453455e+05      3.44683243e+03      4.36284599e+03      1.42340895e+03      3.93609461e+00      2.54058934e-01      2.57420280e+06      6.68150187e+03      2.76588908e+06      1.85511097e+03      2.57629175e+03      4.98295129e+02
      4.42150000e+02      7.73093529e+05      8.98474382e+02      1.11299779e-03      7.13967750e+05      2.03208019e+03      7.14828201e+05      3.44253934e+03      4.36615022e+03      1.42084627e+03      4.02806168e+00      2.48258363e-01      2.57497007e+06      6.67320853e+03      2.76689700e+06      1.86125815e+03      2.58734771e+03      4.98537264e+02
      4.43150000e+02      7.92053184e+05      8.97454652e+02      1.11426243e-03      7.18323843e+05      2.04192337e+03      7.19206398e+05      3.43826049e+03      4.36949859e+03      1.41826316e+03      4.12174318e+00      2.42615796e-01      2.57572904e+06      6.66494842e+03      2.76789366e+06      1.86744030e+03      2.59851401e+03      4.98775128e+02
      4.44150000e+02      8.11379229e+05      8.96430391e+02      1.11553558e-03      7.22682967e+05      2.05175126e+03      7.23588089e+05      3.43399599e+03      4.37289172e+03      1.41565969e+03      4.21716333e+00      2.37126220e-01      2.57647965e+06      6.65672107e+03      2.76887894e+06      1.87365688e+03      2.60979120e+03      4.99008709e+02
      4.45150000e+02      8.31076647e+05      8.95401583e+02      1.11681732e-03      7.27045158e+05      2.06156403e+03      7.27973319e+05      3.42974591e+03      4.37633023e+03      1.41303589e+03      4.31434664e+00      2.31784806e-01      2.57722183e+06      6.64852600e+03      2.76985276e+06      1.87990740e+03      2.62117988e+03      4.99237995e+02
      4.46150000e+02      8.51150455e+05      8.94368210e+02      1.11810772e-03      7.31410454e+05      2.07136181e+03      7.32362132e+05      3.42551036e+03      4.37981478e+03      1.41039182e+03      4.41331788e+00      2.26586896e-01      2.57795550e+06      6.64036272e+03      2.77081504e+06      1.88619138e+03      2.63268072e+03      4.99462972e+02
      4.47150000e+02      8.71605704e+05      8.93330257e+02      1.11940684e-03      7.35778891e+05      2.08114477e+03      7.36754573e+05      3.42128943e+03      4.38334601e+03      1.40772751e+03      4.51410209e+00      2.21527998e-01      2.57868059e+06      6.63223077e+03      2.77176566e+06      1.89250839e+03      2.64429447e+03      4.99683627e+02
      4.48150000e+02      8.92447478e+05      8.92287706e+02      1.12071476e-03      7.40150508e+05      2.09091305e+03      7.41150687e+05      3.41708322e+03      4.38692461e+03      1.40504302e+03      4.61672461e+00      2.16603780e-01      2.57939704e+06      6.62412968e+03      2.77270454e+06      1.89885802e+03      2.65602195e+03      4.99899946e+02
      4.49150000e+02      9.13680896e+05      8.91240537e+02      1.12203155e-03      7.44525342e+05      2.10066681e+03      7.45550521e+05      3.41289183e+03      4.39055124e+03      1.40233838e+03      4.72121107e+00      2.11810060e-01      2.58010478e+06      6.61605898e+03      2.77363158e+06      1.90523991e+03      2.66786404e+03      5.00111912e+02
      4.50150000e+02      9.35311111e+05      8.90188734e+02      1.12335729e-03      7.48903433e+05      2.11040620e+03      7.49954122e+05      3.40871534e+03      4.39422660e+03      1.39961364e+03      4.82758737e+00      2.07142807e-01      2.58080372e+06      6.60801820e+03      2.77454669e+06      1.91165374e+03      2.67982170e+03      5.00319510e+02
      4.51150000e+02      9.57343309e+05      8.89132276e+02      1.12469205e-03      7.53284820e+05      2.12013138e+03      7.54361536e+05      3.40455386e+03      4.39795141e+03      1.39686883e+03      4.93587973e+00      2.02598129e-01      2.58149380e+06      6.60000688e+03      2.77544976e+06      1.91809920e+03      2.69189597e+03      5.00522723e+02
      4.52150000e+02      9.79782710e+05      8.88071143e+02      1.12603591e-03      7.57669542e+05      2.12984249e+03      7.58772812e+05      3.40040749e+03      4.40172636e+03      1.39410401e+03      5.04611466e+00      1.98172270e-01      2.58217494e+06      6.59202456e+03      2.77634070e+06      1.92457604e+03      2.70408795e+03      5.00721532e+02
      4.53150000e+02      1.00263457e+06      8.87005317e+02      1.12738896e-03      7.62057639e+05      2.13953970e+03      7.63187998e+05      3.39627632e+03      4.40555220e+03      1.39131920e+03      5.15831899e+00      1.93861605e-01      2.58284706e+06      6.58407077e+03      2.77721941e+06      1.93108403e+03      2.71639882e+03      5.00915919e+02
      4.54150000e+02      1.02590417e+06      8.85934776e+02      1.12875127e-03      7.66449153e+05      2.14922315e+03      7.67607143e+05      3.39216046e+03      4.40942968e+03      1.38851446e+03      5.27251985e+00      1.89662633e-01      2.58351010e+06      6.57614507e+03      2.77808579e+06      1.93762298e+03      2.72882983e+03      5.01105865e+02
      4.55150000e+02      1.04959684e+06      8.84859500e+02      1.13012292e-03      7.70844124e+05      2.15889299e+03      7.72030297e+05      3.38806001e+03      4.41335954e+03      1.38568981e+03      5.38874470e+00      1.85571976e-01      2.58416397e+06      6.56824699e+03      2.77893972e+06      1.94419272e+03      2.74138231e+03      5.01291350e+02
      4.56150000e+02      1.07371792e+06      8.83779466e+02      1.13150400e-03      7.75242594e+05      2.16854939e+03      7.76457510e+05      3.38397506e+03      4.41734256e+03      1.38284530e+03      5.50702130e+00      1.81586369e-01      2.58480859e+06      6.56037608e+03      2.77978113e+06      1.95079312e+03      2.75405765e+03      5.01472351e+02
      4.57150000e+02      1.09827282e+06      8.82694652e+02      1.13289459e-03      7.79644606e+05      2.17819249e+03      7.80888833e+05      3.37990572e+03      4.42137954e+03      1.37998096e+03      5.62737777e+00      1.77702660e-01      2.58544388e+06      6.55253189e+03      2.78060989e+06      1.95742409e+03      2.76685732e+03      5.01648847e+02
      4.58150000e+02      1.12326693e+06      8.81605037e+02      1.13429479e-03      7.84050202e+05      2.18782246e+03      7.85324318e+05      3.37585209e+03      4.42547126e+03      1.37709683e+03      5.74984256e+00      1.73917806e-01      2.58606978e+06      6.54471398e+03      2.78142590e+06      1.96408556e+03      2.77978286e+03      5.01820815e+02
      4.59150000e+02      1.14870573e+06      8.80510596e+02      1.13570467e-03      7.88459425e+05      2.19743943e+03      7.89764016e+05      3.37181427e+03      4.42961855e+03      1.37419294e+03      5.87444444e+00      1.70228863e-01      2.58668619e+06      6.53692189e+03      2.78222906e+06      1.97077747e+03      2.79283589e+03      5.01988232e+02
      4.60150000e+02      1.17459469e+06      8.79411307e+02      1.13712434e-03      7.92872320e+05      2.20704358e+03      7.94207980e+05      3.36779237e+03      4.43382223e+03      1.37126934e+03      6.00121254e+00      1.66632992e-01      2.58729303e+06      6.52915517e+03      2.78301926e+06      1.97749983e+03      2.80601807e+03      5.02151072e+02
      4.61150000e+02      1.20093934e+06      8.78307144e+02      1.13855387e-03      7.97288931e+05      2.21663504e+03      7.98656265e+05      3.36378648e+03      4.43808316e+03      1.36832606e+03      6.13017637e+00      1.63127444e-01      2.58789022e+06      6.52141339e+03      2.78379639e+06      1.98425263e+03      2.81933116e+03      5.02309311e+02
      4.62150000e+02      1.22774522e+06      8.77198083e+02      1.13999337e-03      8.01709302e+05      2.22621399e+03      8.03108923e+05      3.35979672e+03      4.44240220e+03      1.36536314e+03      6.26136575e+00      1.59709565e-01      2.58847768e+06      6.51369609e+03      2.78456034e+06      1.99103591e+03      2.83277698e+03      5.02462923e+02
      4.63150000e+02      1.25501792e+06      8.76084099e+02      1.14144293e-03      8.06133480e+05      2.23578057e+03      8.07566011e+05      3.35582318e+03      4.44678022e+03      1.36238060e+03      6.39481092e+00      1.56376789e-01      2.58905533e+06      6.50600284e+03      2.78531100e+06      1.99784971e+03      2.84635740e+03      5.02611881e+02
      4.64150000e+02      1.28276306e+06      8.74965167e+02      1.14290264e-03      8.10561510e+05      2.24533494e+03      8.12027584e+05      3.35186597e+03      4.45121812e+03      1.35937848e+03      6.53054245e+00      1.53126636e-01      2.58962307e+06      6.49833320e+03      2.78604827e+06      2.00469412e+03      2.86007436e+03      5.02756157e+02
      4.65150000e+02      1.31098629e+06      8.73841259e+02      1.14437261e-03      8.14993440e+05      2.25487726e+03      8.16493697e+05      3.34792520e+03      4.45571682e+03      1.35635683e+03      6.66859133e+00      1.49956707e-01      2.59018083e+06      6.49068672e+03      2.78677202e+06      2.01156922e+03      2.87392988e+03      5.02895723e+02
      4.66150000e+02      1.33969328e+06      8.72712348e+02      1.14585293e-03      8.19429316e+05      2.26440767e+03      8.20964408e+05      3.34400096e+03      4.46027724e+03      1.35331566e+03      6.80898892e+00      1.46864683e-01      2.59072851e+06      6.48306298e+03      2.78748214e+06      2.01847513e+03      2.88792601e+03      5.03030551e+02
      4.67150000e+02      1.36888976e+06      8.71578408e+02      1.14734370e-03      8.23869187e+05      2.27392635e+03      8.25439774e+05      3.34009337e+03      4.46490034e+03      1.35025502e+03      6.95176698e+00      1.43848320e-01      2.59126603e+06      6.47546153e+03      2.78817852e+06      2.02541195e+03      2.90206490e+03      5.03160609e+02
      4.68150000e+02      1.39858147e+06      8.70439410e+02      1.14884504e-03      8.28313102e+05      2.28343345e+03      8.29919855e+05      3.33620252e+03      4.46958708e+03      1.34717494e+03      7.09695767e+00      1.40905448e-01      2.59179329e+06      6.46788194e+03      2.78886104e+06      2.03237982e+03      2.91634872e+03      5.03285869e+02
      4.69150000e+02      1.42877419e+06      8.69295326e+02      1.15035704e-03      8.32761108e+05      2.29292911e+03      8.34404709e+05      3.33232853e+03      4.47433844e+03      1.34407545e+03      7.24459358e+00      1.38033968e-01      2.59231021e+06      6.46032378e+03      2.78952958e+06      2.03937888e+03      2.93077972e+03      5.03406299e+02
      4.70150000e+02      1.45947373e+06      8.68146125e+02      1.15187982e-03      8.37213258e+05      2.30241352e+03      8.38894396e+05      3.32847150e+03      4.47915544e+03      1.34095659e+03      7.39470770e+00      1.35231850e-01      2.59281669e+06      6.45278662e+03      2.79018402e+06      2.04640928e+03      2.94536020e+03      5.03521867e+02
      4.71150000e+02      1.49068594e+06      8.66991779e+02      1.15341347e-03      8.41669600e+05      2.31188681e+03      8.43388977e+05      3.32463154e+03      4.48403909e+03      1.33781838e+03      7.54733347e+00      1.32497127e-01      2.59331265e+06      6.44527001e+03      2.79082425e+06      2.05347119e+03      2.96009252e+03      5.03632542e+02
      4.72150000e+02      1.52241668e+06      8.65832257e+02      1.15495812e-03      8.46130186e+05      2.32134915e+03      8.47888514e+05      3.32080875e+03      4.48899044e+03      1.33466085e+03      7.70250476e+00      1.29827898e-01      2.59379798e+06      6.43777354e+03      2.79145014e+06      2.06056475e+03      2.97497907e+03      5.03738291e+02
      4.73150000e+02      1.55467187e+06      8.64667527e+02      1.15651388e-03      8.50595068e+05      2.33080071e+03      8.52393068e+05      3.31700324e+03      4.49401056e+03      1.33148405e+03      7.86025588e+00      1.27222321e-01      2.59427260e+06      6.43029677e+03      2.79206156e+06      2.06769013e+03      2.99002232e+03      5.03839080e+02
      4.74150000e+02      1.58745744e+06      8.63497559e+02      1.15808086e-03      8.55064300e+05      2.34024163e+03      8.56902704e+05      3.31321512e+03      4.49910053e+03      1.32828800e+03      8.02062162e+00      1.24678616e-01      2.59473641e+06      6.42283928e+03      2.79265840e+06      2.07484749e+03      3.00522478e+03      5.03934875e+02
      4.75150000e+02      1.62077937e+06      8.62322320e+02      1.15965919e-03      8.59537933e+05      2.34967209e+03      8.61417484e+05      3.30944449e+03      4.50426147e+03      1.32507272e+03      8.18363722e+00      1.22195055e-01      2.59518931e+06      6.41540064e+03      2.79324053e+06      2.08203699e+03      3.02058899e+03      5.04025643e+02
      4.76150000e+02      1.65464367e+06      8.61141776e+02      1.16124897e-03      8.64016022e+05      2.35909223e+03      8.65937475e+05      3.30569145e+03      4.50949451e+03      1.32183826e+03      8.34933840e+00      1.19769969e-01      2.59563120e+06      6.40798042e+03      2.79380782e+06      2.08925880e+03      3.03611757e+03      5.04111348e+02
      4.77150000e+02      1.68905635e+06      8.59955895e+02      1.16285033e-03      8.68498621e+05      2.36850224e+03      8.70462741e+05      3.30195613e+03      4.51480079e+03      1.31858463e+03      8.51776137e+00      1.17401739e-01      2.59606198e+06      6.40057819e+03      2.79436014e+06      2.09651305e+03      3.05181317e+03      5.04191955e+02
      4.78150000e+02      1.72402350e+06      8.58764641e+02      1.16446341e-03      8.72985787e+05      2.37790226e+03      8.74993350e+05      3.29823862e+03      4.52018151e+03      1.31531188e+03      8.68894283e+00      1.15088800e-01      2.59648156e+06      6.39319354e+03      2.79489736e+06      2.10379990e+03      3.06767849e+03      5.04267429e+02
      4.79150000e+02      1.75955120e+06      8.57567981e+02      1.16608831e-03      8.77477576e+05      2.38729246e+03      8.79529368e+05      3.29453904e+03      4.52563787e+03      1.31202002e+03      8.86292001e+00      1.12829632e-01      2.59688984e+06      6.38582604e+03      2.79541935e+06      2.11111948e+03      3.08371626e+03      5.04337733e+02
      4.80150000e+02      1.79564559e+06      8.56365878e+02      1.16772518e-03      8.81974044e+05      2.39667300e+03      8.84070864e+05      3.29085749e+03      4.53117110e+03      1.30870908e+03      9.03973064e+00      1.10622765e-01      2.59728670e+06      6.37847526e+03      2.79592598e+06      2.11847192e+03      3.09992928e+03      5.04402832e+02
      4.81150000e+02      1.83231283e+06      8.55158297e+02      1.16937414e-03      8.86475249e+05      2.40604406e+03      8.88617908e+05      3.28719407e+03      4.53678244e+03      1.30537909e+03      9.21941299e+00      1.08466776e-01      2.59767205e+06      6.37114079e+03      2.79641712e+06      2.12585734e+03      3.11632038e+03      5.04462688e+02
      4.82150000e+02      1.86955911e+06      8.53945200e+02      1.17103533e-03      8.90981250e+05      2.41540578e+03      8.93170569e+05      3.28354891e+03      4.54247319e+03      1.30203008e+03      9.40200587e+00      1.06360283e-01      2.59804578e+06      6.36382219e+03      2.79689262e+06      2.13327583e+03      3.13289243e+03      5.04517264e+02
      4.83150000e+02      1.90739066e+06      8.52726549e+02      1.17270888e-03      8.95492106e+05      2.42475835e+03      8.97728920e+05      3.27992210e+03      4.54824465e+03      1.29866206e+03      9.58754864e+00      1.04301948e-01      2.59840779e+06      6.35651906e+03      2.79735235e+06      2.14072749e+03      3.14964837e+03      5.04566523e+02
      4.84150000e+02      1.94581374e+06      8.51502307e+02      1.17439494e-03      9.00007877e+05      2.43410193e+03      9.02293031e+05      3.27631377e+03      4.55409817e+03      1.29527507e+03      9.77608124e+00      1.02290476e-01      2.59875796e+06      6.34923096e+03      2.79779617e+06      2.14821238e+03      3.16659114e+03      5.04610428e+02
      4.85150000e+02      1.98483462e+06      8.50272434e+02      1.17609364e-03      9.04528626e+05      2.44343668e+03      9.06862977e+05      3.27272401e+03      4.56003511e+03      1.29186912e+03      9.96764419e+00      1.00324608e-01      2.59909619e+06      6.34195748e+03      2.79822395e+06      2.15573058e+03      3.18372377e+03      5.04648939e+02
      4.86150000e+02      2.02445963e+06      8.49036890e+02      1.17780513e-03      9.09054412e+05      2.45276278e+03      9.11438831e+05      3.26915293e+03      4.56605686e+03      1.28844424e+03      1.01622786e+01      9.84031279e-02      2.59942237e+06      6.33469820e+03      2.79863553e+06      2.16328211e+03      3.20104930e+03      5.04682019e+02
      4.87150000e+02      2.06469512e+06      8.47795634e+02      1.17952955e-03      9.13585300e+05      2.46208038e+03      9.16020669e+05      3.26560066e+03      4.57216487e+03      1.28500044e+03      1.03600262e+01      9.65248527e-02      2.59973639e+06      6.32745270e+03      2.79903078e+06      2.17086702e+03      3.21857084e+03      5.04709630e+02
      4.88150000e+02      2.10554747e+06      8.46548626e+02      1.18126705e-03      9.18121353e+05      2.47138968e+03      9.20608566e+05      3.26206730e+03      4.57836059e+03      1.28153775e+03      1.05609293e+01      9.46886373e-02      2.60003813e+06      6.32022056e+03      2.79940955e+06      2.17848529e+03      3.23629154e+03      5.04731732e+02
      4.89150000e+02      2.14702310e+06      8.45295823e+02      1.18301779e-03      9.22662635e+05      2.48069082e+03      9.25202601e+05      3.25855297e+03      4.58464551e+03      1.27805617e+03      1.07650308e+01      9.28933707e-02      2.60032748e+06      6.31300135e+03      2.79977170e+06      2.18613692e+03      3.25421459e+03      5.04748287e+02
      4.90150000e+02      2.18912845e+06      8.44037182e+02      1.18478193e-03      9.27209212e+05      2.48998400e+03      9.29802852e+05      3.25505777e+03      4.59102117e+03      1.27455572e+03      1.09723745e+01      9.11379754e-02      2.60060433e+06      6.30579466e+03      2.80011706e+06      2.19382189e+03      3.27234325e+03      5.04759255e+02
      4.91150000e+02      2.23186999e+06      8.42772659e+02      1.18655961e-03      9.31761151e+05      2.49926937e+03      9.34409398e+05      3.25158183e+03      4.59748913e+03      1.27103643e+03      1.11830046e+01      8.94214062e-02      2.60086855e+06      6.29860008e+03      2.80044550e+06      2.20154014e+03      3.29068081e+03      5.04764598e+02
      4.92150000e+02      2.27525424e+06      8.41502209e+02      1.18835101e-03      9.36318519e+05      2.50854712e+03      9.39022319e+05      3.24812525e+03      4.60405099e+03      1.26749828e+03      1.13969661e+01      8.77426491e-02      2.60112003e+06      6.29141717e+03      2.80075687e+06      2.20929161e+03      3.30923063e+03      5.04764275e+02
      4.93150000e+02      2.31928773e+06      8.40225788e+02      1.19015628e-03      9.40881384e+05      2.51781742e+03      9.43641699e+05      3.24468816e+03      4.61070839e+03      1.26394130e+03      1.16143047e+01      8.61007204e-02      2.60135866e+06      6.28424552e+03      2.80105100e+06      2.21707621e+03      3.32799611e+03      5.04758246e+02
      4.94150000e+02      2.36397703e+06      8.38943348e+02      1.19197560e-03      9.45449816e+05      2.52708045e+03      9.48267619e+05      3.24127067e+03      4.61746301e+03      1.26036550e+03      1.18350667e+01      8.44946654e-02      2.60158430e+06      6.27708472e+03      2.80132774e+06      2.22489384e+03      3.34698074e+03      5.04746472e+02
      4.95150000e+02      2.40932876e+06      8.37654843e+02      1.19380913e-03      9.50023885e+05      2.53633638e+03      9.52900164e+05      3.23787291e+03      4.62431657e+03      1.25677086e+03      1.20592993e+01      8.29235578e-02      2.60179683e+06      6.26993433e+03      2.80158694e+06      2.23274439e+03      3.36618803e+03      5.04728912e+02
      4.96150000e+02      2.45534954e+06      8.36360225e+02      1.19565705e-03      9.54603663e+05      2.54558539e+03      9.57539419e+05      3.23449498e+03      4.63127082e+03      1.25315740e+03      1.22870503e+01      8.13864984e-02      2.60199613e+06      6.26279395e+03      2.80182843e+06      2.24062772e+03      3.38562160e+03      5.04705526e+02
      4.97150000e+02      2.50204603e+06      8.35059443e+02      1.19751954e-03      9.59189222e+05      2.55482766e+03      9.62185471e+05      3.23113702e+03      4.63832758e+03      1.24952511e+03      1.25183684e+01      7.98826144e-02      2.60218208e+06      6.25566314e+03      2.80205206e+06      2.24854368e+03      3.40528512e+03      5.04676273e+02
      4.98150000e+02      2.54942495e+06      8.33752449e+02      1.19939678e-03      9.63780636e+05      2.56406338e+03      9.66838408e+05      3.22779915e+03      4.64548868e+03      1.24587398e+03      1.27533031e+01      7.84110588e-02      2.60235455e+06      6.24854149e+03      2.80225765e+06      2.25649210e+03      3.42518233e+03      5.04641112e+02
      4.99150000e+02      2.59749301e+06      8.32439192e+02      1.20128895e-03      9.68377980e+05      2.57329273e+03      9.71498320e+05      3.22448149e+03      4.65275603e+03      1.24220401e+03      1.29919046e+01      7.69710088e-02      2.60251340e+06      6.24142859e+03      2.80244505e+06      2.26447282e+03      3.44531706e+03      5.04600002e+02
      5.00150000e+02      2.64625698e+06      8.31119619e+02      1.20319624e-03      9.72981330e+05      2.58251589e+03      9.76165296e+05      3.22118417e+03      4.66013156e+03      1.23851519e+03      1.32342238e+01      7.55616659e-02      2.60265850e+06      6.23432399e+03      2.80261409e+06      2.27248565e+03      3.46569322e+03      5.04552901e+02
      5.01150000e+02      2.69572366e+06      8.29793677e+02      1.20511885e-03      9.77590762e+05      2.59173304e+03      9.80839429e+05      3.21790733e+03      4.66761728e+03      1.23480750e+03      1.34803129e+01      7.41822545e-02      2.60278973e+06      6.22722729e+03      2.80276459e+06      2.28053038e+03      3.48631481e+03      5.04499768e+02
      5.02150000e+02      2.74589986e+06      8.28461312e+02      1.20705697e-03      9.82206355e+05      2.60094438e+03      9.85520813e+05      3.21465109e+03      4.67521521e+03      1.23108091e+03      1.37302244e+01      7.28320213e-02      2.60290694e+06      6.22013805e+03      2.80289638e+06      2.28860682e+03      3.50718595e+03      5.04440560e+02
      5.03150000e+02      2.79679246e+06      8.27122470e+02      1.20901080e-03      9.86828189e+05      2.61015009e+03      9.90209541e+05      3.21141559e+03      4.68292746e+03      1.22733542e+03      1.39840123e+01      7.15102348e-02      2.60301001e+06      6.21305586e+03      2.80300930e+06      2.29671477e+03      3.52831082e+03      5.04375236e+02
      5.04150000e+02      2.84840833e+06      8.25777095e+02      1.21098055e-03      9.91456344e+05      2.61935036e+03      9.94905711e+05      3.20820097e+03      4.69075619e+03      1.22357098e+03      1.42417309e+01      7.02161843e-02      2.60309879e+06      6.20598028e+03      2.80310315e+06      2.30485400e+03      3.54969375e+03      5.04303752e+02
      5.05150000e+02      2.90075440e+06      8.24425128e+02      1.21296642e-03      9.96090903e+05      2.62854538e+03      9.99609420e+05      3.20500737e+03      4.69870359e+03      1.21978756e+03      1.45034359e+01      6.89491793e-02      2.60317314e+06      6.19891090e+03      2.80317777e+06      2.31302432e+03      3.57133918e+03      5.04226065e+02
      5.06150000e+02      2.95383763e+06      8.23066512e+02      1.21496864e-03      1.00073195e+06      2.63773534e+03      1.00432077e+06      3.20183493e+03      4.70677194e+03      1.21598513e+03      1.47691837e+01      6.77085491e-02      2.60323292e+06      6.19184727e+03      2.80323298e+06      2.32122551e+03      3.59325168e+03      5.04142132e+02
      5.07150000e+02      3.00766501e+06      8.21701187e+02      1.21698741e-03      1.00537956e+06      2.64692045e+03      1.00903985e+06      3.19868380e+03      4.71496358e+03      1.21216365e+03      1.50390319e+01      6.64936418e-02      2.60327798e+06      6.18478898e+03      2.80326858e+06      2.32945738e+03      3.61543593e+03      5.04051908e+02
      5.08150000e+02      3.06224356e+06      8.20329092e+02      1.21902296e-03      1.01003384e+06      2.65610089e+03      1.01376678e+06      3.19555414e+03      4.72328088e+03      1.20832307e+03      1.53130389e+01      6.53038241e-02      2.60330818e+06      6.17773559e+03      2.80328440e+06      2.33771974e+03      3.63789679e+03      5.03955349e+02
      5.09150000e+02      3.11758033e+06      8.18950166e+02      1.22107552e-03      1.01469486e+06      2.66527687e+03      1.01850166e+06      3.19244610e+03      4.73172633e+03      1.20446334e+03      1.55912644e+01      6.41384802e-02      2.60332337e+06      6.17068667e+03      2.80328024e+06      2.34601240e+03      3.66063926e+03      5.03852410e+02
      5.10150000e+02      3.17368240e+06      8.17564345e+02      1.22314532e-03      1.01936271e+06      2.67444858e+03      1.02324458e+06      3.18935984e+03      4.74030243e+03      1.20058439e+03      1.58737688e+01      6.29970119e-02      2.60332340e+06      6.16364178e+03      2.80325591e+06      2.35433520e+03      3.68366852e+03      5.03743045e+02
      5.11150000e+02      3.23055691e+06      8.16171564e+02      1.22523259e-03      1.02403748e+06      2.68361623e+03      1.02799567e+06      3.18629552e+03      4.74901181e+03      1.19668616e+03      1.61606139e+01      6.18788373e-02      2.60330812e+06      6.15660050e+03      2.80321122e+06      2.36268801e+03      3.70698992e+03      5.03627207e+02
      5.12150000e+02      3.28821100e+06      8.14771758e+02      1.22733758e-03      1.02871928e+06      2.69278002e+03      1.03275502e+06      3.18325332e+03      4.75785713e+03      1.19276859e+03      1.64518626e+01      6.07833911e-02      2.60327736e+06      6.14956237e+03      2.80314598e+06      2.37107070e+03      3.73060900e+03      5.03504850e+02
      5.13150000e+02      3.34665187e+06      8.13364859e+02      1.22946054e-03      1.03340818e+06      2.70194016e+03      1.03752275e+06      3.18023341e+03      4.76684115e+03      1.18883159e+03      1.67475789e+01      5.97101233e-02      2.60323098e+06      6.14252697e+03      2.80305997e+06      2.37948318e+03      3.75453149e+03      5.03375925e+02
      5.14150000e+02      3.40588673e+06      8.11950799e+02      1.23160172e-03      1.03810428e+06      2.71109685e+03      1.04229898e+06      3.17723598e+03      4.77596669e+03      1.18487509e+03      1.70478279e+01      5.86584993e-02      2.60316880e+06      6.13549384e+03      2.80295301e+06      2.38792540e+03      3.77876338e+03      5.03240383e+02
      5.15150000e+02      3.46592285e+06      8.10529508e+02      1.23376137e-03      1.04280769e+06      2.72025031e+03      1.04708381e+06      3.17426120e+03      4.78523669e+03      1.18089899e+03      1.73526760e+01      5.76279991e-02      2.60309068e+06      6.12846255e+03      2.80282488e+06      2.39639733e+03      3.80331085e+03      5.03098176e+02
      5.16150000e+02      3.52676750e+06      8.09100913e+02      1.23593977e-03      1.04751850e+06      2.72940075e+03      1.05187737e+06      3.17130928e+03      4.79465415e+03      1.17690319e+03      1.76621911e+01      5.66181170e-02      2.60299643e+06      6.12143265e+03      2.80267537e+06      2.40489899e+03      3.82818034e+03      5.02949252e+02
      5.17150000e+02      3.58842803e+06      8.07664943e+02      1.23813719e-03      1.05223681e+06      2.73854839e+03      1.05667977e+06      3.16838041e+03      4.80422216e+03      1.17288759e+03      1.79764419e+01      5.56283611e-02      2.60288590e+06      6.11440369e+03      2.80250427e+06      2.41343044e+03      3.85337856e+03      5.02793560e+02
      5.18150000e+02      3.65091178e+06      8.06221522e+02      1.24035389e-03      1.05696272e+06      2.74769343e+03      1.06149114e+06      3.16547481e+03      4.81394391e+03      1.16885208e+03      1.82954988e+01      5.46582529e-02      2.60275892e+06      6.10737522e+03      2.80231138e+06      2.42199179e+03      3.87891248e+03      5.02631047e+02
      5.19150000e+02      3.71422616e+06      8.04770573e+02      1.24259017e-03      1.06169633e+06      2.75683611e+03      1.06631159e+06      3.16259269e+03      4.82382269e+03      1.16479653e+03      1.86194335e+01      5.37073267e-02      2.60261530e+06      6.10034678e+03      2.80209646e+06      2.43058321e+03      3.90478938e+03      5.02461659e+02
      5.20150000e+02      3.77837859e+06      8.03312019e+02      1.24484631e-03      1.06643775e+06      2.76597664e+03      1.07114126e+06      3.15973427e+03      4.83386190e+03      1.16072082e+03      1.89483191e+01      5.27751298e-02      2.60245488e+06      6.09331791e+03      2.80185930e+06      2.43920493e+03      3.93101685e+03      5.02285342e+02
      5.21150000e+02      3.84337655e+06      8.01845780e+02      1.24712261e-03      1.07118710e+06      2.77511525e+03      1.07598026e+06      3.15689979e+03      4.84406503e+03      1.15662481e+03      1.92822301e+01      5.18612213e-02      2.60227746e+06      6.08628815e+03      2.80159967e+06      2.44785723e+03      3.95760280e+03      5.02102037e+02
      5.22150000e+02      3.90922753e+06      8.00371775e+02      1.24941937e-03      1.07594447e+06      2.78425218e+03      1.08082874e+06      3.15408950e+03      4.85443569e+03      1.15250835e+03      1.96212425e+01      5.09651721e-02      2.60208288e+06      6.07925704e+03      2.80131733e+06      2.45654047e+03      3.98455551e+03      5.01911688e+02
